"","Part_ID","Survey_Duration.sec.","StartDate","Semester","Demo.Age","Coded.Race..0...White..1...Non.white.","Race","Coded.Sex..0...male..1...female.","Sex","Sound_Weedeater","Sound_CantTell","Sound_Phone","Sound_LeafBlower","PhoneSound_Similar","Phone_location_1","Phone_location_2","Phone_location_3","Phone_location_4","Phone_location_5","Phone_Body_Percent","NotifyMostTime","Notify_Texts","Number_Texts","SAPS_Ave","SAPS_Med_Split","SAPS_MedSplit_Coded","MAAS_Ave","MAAS_Med_Split","MAAS_MedSplit_Coded","P3_ComSq_Pz","P3_ComPh_Pz","P3_RareSq_Pz","P3_RarePh_Pz","P3_ComSq_Fz","P3_ComPh_Fz","P3_RareSq_Fz","P3_RarePh_Fz","P3_ComSq_Cz","P3_ComPh_Cz","P3_RareSq_Cz","P3_RarePh_Cz","P2_ComSq_Pz","P2_ComPh_Pz","P2_RareSq_Pz","P2_RarePh_Pz","P2_ComSq_Fz","P2_ComPh_Fz","P2_RareSq_Fz","P2_RarePh_Fz","P2_ComSq_Cz","P2_ComPh_Cz","P2_RareSq_Cz","P2_RarePh_Cz","N2_ComSq_Pz","N2_ComPh_Pz","N2_RareSq_Pz","N2_RarePh_Pz","N2_ComSq_Fz","N2_ComPh_Fz","N2_RareSq_Fz","N2_RarePh_Fz","N2_ComSq_Cz","N2_ComPh_Cz","N2_RareSq_Cz","N2_RarePh_Cz","N2_ComSq_FzCz","N2_ComPh_FzCz","N2_RareSq_FzCz","N2_RarePh_FzCz","N2_ComSq_F3","N2_ComPh_F3","N2_RareSq_F3","N2_RarePh_F3","phoddball_N2_Cz","phoddball_N2_Fz","phoddball_N2_Pz","sqoddball_N2_Cz","sqoddball_N2_Fz","sqoddball_N2_Pz","phoddball_P2_Cz","phoddball_P2_Fz","phoddball_P2_Pz","sqoddball_P2_Cz","sqoddball_P2_Fz","sqoddball_P2_Pz","phoddball_P3_Cz","phoddball_P3_Fz","phoddball_P3_Pz","sqoddball_P3_Cz","sqoddball_P3_Fz","sqoddball_P3_Pz","phoddball_N2_FzCz","sqoddball_N2_FzCz","phoddball_N2_F3","sqoddball_N2_F3","ComAve_PhSq_N2_Cz","ComAve_PhSq_N2_Fz","ComAve_PhSq_N2_F3","ComAve_PhSq_N2_Pz","ComAve_PhSq_N2_FzCz","RareAve_PhSq_N2_Cz","RareAve_PhSq_N2_Fz","RareAve_PhSq_N2_F3","RareAve_PhSq_N2_Pz","RareAve_PhSq_N2_FzCz","Total_Oddball_PhSq_N2_Cz","Total_Oddball_PhSq_N2_Fz","Total_Oddball_PhSq_N2_Pz","Total_Oddball_PhSq_N2_FzCz","ComAve_PhSq_P2_Cz","ComAve_PhSq_P2_Fz","ComAve_PhSq_P2_Pz","RareAve_PhSq_P2_Cz","RareAve_PhSq_P2_Fz","RareAve_PhSq_P2_Pz","Total_Oddball_PhSq_P2_Cz","Total_Oddball_PhSq_P2_Fz","Total_Oddball_PhSq_P2_Pz","ComAve_PhSq_P3_Cz","ComAve_PhSq_P3_Fz","ComAve_PhSq_P3_Pz","RareAve_PhSq_P3_Cz","RareAve_PhSq_P3_Fz","RareAve_PhSq_P3_Pz","Total_Oddball_PhSq_P3_Cz","Total_Oddball_PhSq_P3_Fz","Total_Oddball_PhSq_P3_Pz","ComRareAve_Ph_P3_Cz","ComRareAve_Ph_P3_Fz","ComRareAve_Ph_P3_Pz","ComRareAve_Ph_N2_Cz","ComRareAve_Ph_N2_Fz","ComRareAve_Ph_N2_F3","ComRareAve_Ph_N2_Pz","ComRareAve_Ph_N2_FzCz","ComRareAve_Ph_P2_Cz","ComRareAve_Ph_P2_Fz","ComRareAve_Ph_P2_Pz","ComRareAve_Sq_P3_Cz","ComRareAve_Sq_P3_Fz","ComRareAve_Sq_P3_Pz","ComRareAve_Sq_N2_Cz","ComRareAve_Sq_N2_Fz","ComRareAve_Sq_N2_F3","ComRareAve_Sq_N2_Pz","ComRareAve_Sq_N2_FzCz","ComRareAve_Sq_P2_Cz","ComRareAve_Sq_P2_Fz","ComRareAve_Sq_P2_Pz","N2_Cz_PhConAve","N2_Fz_PhConAve","N2_F3_PhConAve","N2_Pz_PhConAve","N2_FzCz_PhConAve","P2_Cz_PhConAve","P2_Fz_PhConAve","P2_Pz_PhConAve","P3_Cz_PhConAve","P3_Fz_PhConAve","P3_Pz_PhConAve"
"51","TECH4054",8203,"4/17/19 9:52","Spring2019",19,0,"White",1,"Female","Weedeater","Phone","Phone","Leafblower","Not at all","Hand","Pocket","Surface","Backpack","Else",100,"Vibration","Vibration",60,2.466666667,"High",1,3.4,"Low",0,10.04,10.44,8.04,9.896,4.704,6.538,3.203,-2.05,9.488,10.768,9.392,8.86,6.492,5.847,3.998,5.254,7.397,8.31,3.075,10.298,9.412,8.439,5.066,11.303,5.491,3.572,-0.106,4.117,-0.57,0.501,-4.192,-3.899,4.567,3.594,-1.733,-0.173,1.9985,2.0475,-2.9625,-2.036,-0.93,0.246,-3.074,-2.802,-3.767,-4.4,0.545,-6.3,-3.622,-5.597,2.864,1.988,-0.593000000000001,-4.346,-4.322,-2.494,-1.908,-8.588,-0.543999999999999,-0.0960000000000001,-1.501,-2,-4.0835,-4.961,-3.048,-2.144,4.0805,-0.0345,-0.342,4.5315,2.023,-0.953,-4.0455,-2.938,2.0055,-2.49925,-5.0335,-4.011,-2.526,-4.52225,8.9255,7.8535,6.1695,8.1845,6.6865,4.626,-0.741,-1.167,-1.5435,10.128,5.621,10.24,9.126,0.5765,8.968,-1.002,-5.0445,-1.272,9.814,2.244,10.168,1.7105,-1.699,-1.278,3.8445,0.00574999999999992,9.871,9.304,5.5505,9.44,3.9535,9.04,1.417,-2.381,-2.002,2.6925,-0.482,7.239,5.236,5.245,1.56375,-2.04,-1.64,3.2685,-0.238125,8.555,7.27,5.39775,9.627,3.09875,9.604
"52","TECH4055",7948,"4/19/19 9:59","Spring2019",20,0,"White",0,"Male","Weedeater","Cant Tell","Phone","Cant Tell","Somwehwat similar","Hand","Pocket","Surface","Else","Backpack",96,"Vibration","Vibration",43,2.333333333,"High",1,3.533333333,"High",0,6.309,5.442,5.736,2.82,-1.521,-1.601,2.247,-5.137,3.593,3.69,5.957,1.757,1.16,-1.194,-0.134,2.954,3.752,2.572,4.363,4.34,3.979,1.883,4.864,4.402,4.656,3.311,0.299,2.475,-0.16,0.073,-0.005,-3.114,3.373,2.297,0.891,-0.442,1.6065,1.185,0.443,-1.778,-0.582,0.262,0.305,-3.327,-2.739,-3.187,-0.836,-2.482,0.155,-4.357,2.519,1.768,4.148,0.885,0.611000000000001,-1.294,-1.933,-3.536,-2.622,2.364,3.768,-0.573,-2.963,-1.1635,-3.589,0.887,2.835,-0.0435,-0.16,3.9835,1.39575,0.2245,-1.5595,-1.511,1.387,-0.6675,-2.6105,-1.516,-2.5965,-2.06325,2.931,3.162,-0.017,4.633,4.3515,1.41,1.702,1.1895,1.427,3.6415,-1.561,5.8755,3.857,-1.445,4.278,0.2155,0.116,-1.5975,2.7235,-3.369,4.131,0.9275,-1.5205,-1.5325,2.893,-0.2965,3.1425,3.456,0.88,4.775,0.363,6.0225,2.132,-0.0825,-0.1385,2.4775,1.02475,4.4215,4.0575,0.513,1.52975,-0.8015,-0.8355,2.68525,0.364125,3.782,3.75675,0.6965,3.74925,-1.503,5.07675
"53","TECH4056",8446,"4/22/19 9:45","Spring2019",20,0,"White",1,"Female","Weedeater","Cant Tell","Phone","Leafblower","Somwehwat similar","Backpack","Pocket","Surface","Hand","Else",86,"Silent","Silent",30,1.6,"Low",0,4.2,"High",1,12.254,12.206,18.318,18.523,5.911,5.116,7.051,8.176,12.57,12.648,18.907,18.87,4.192,5.147,4.756,4.347,10.66,10.105,9.615,8.423,12.69,12.815,11.848,12.826,7.649,7.748,10.347,10.228,6.572,5.723,4.659,6.006,9.004,8.536,10.407,10.169,7.788,7.1295,7.533,8.0875,5.331,5.322,4.573,5.952,1.633,0.283,2.48,1.403,-1.913,2.698,0.011000000000001,-1.682,-0.8,-0.841999999999999,-1.045,0.564,6.222,3.06,6.317,6.337,1.14,6.064,0.958,-0.255,0.63,-0.758,8.77,6.1475,5.3265,7.6985,7.45875,10.288,5.3325,5.2625,10.2875,7.81025,1.518,-0.815,2.589,0.3515,12.7525,10.3825,4.6695,12.337,9.019,4.5515,-0.4155,-1.3635,-0.117999999999999,12.609,5.5135,12.23,18.8885,7.6135,18.4205,6.2795,2.1,6.1905,15.759,6.646,15.3645,9.3525,5.8645,5.637,8.988,7.6085,12.8205,9.264,4.747,15.7385,6.481,15.286,9.7055,5.6155,4.952,8.998,7.6605,12.269,10.1375,4.474,9.529,5.74,5.2945,8.993,7.6345,12.54475,9.70075,4.6105,15.74875,6.5635,15.32525
"54","TECH4057",9169,"4/24/19 9:46","Spring2019",22,1,"Non-White",1,"Female","Cant Tell","Cant Tell","Phone","Leafblower","Nearly the same","Hand","Pocket","Surface","Backpack","Else",81,"Silent","Vibration",250,2.133333333,"High",1,4.2,"High",1,13.925,12.397,15.681,18.673,11.119,9.918,12.907,16.188,13.941,12.388,14.733,17.561,5.691,6.163,6.569,8.513,6.073,6.541,4.624,10.178,5.612,6.34,4.78,10.266,4.707,4.844,3.875,10.105,5.375,5.656,1.838,8.043,7.24,6.88,2.955,8.719,6.3075,6.268,2.3965,8.381,5.75,5.909,5.072,6.592,1.839,2.387,5.261,-4.285,-3.537,-0.832,3.926,3.637,2.35,-0.832,-1.449,0.878,5.173,6.27,6.276,0.792,1.788,1.756,2.113,-3.911,0.683,-0.678,7.06,5.5155,5.8295,4.7755,6.28775,5.837,4.9405,5.832,6.99,5.38875,-1.223,-0.574999999999999,2.2145,-0.899,5.976,6.307,5.927,7.523,7.401,7.541,1.547,1.094,1.614,13.1645,10.5185,13.161,16.147,14.5475,17.177,2.9825,4.029,4.016,14.9745,13.053,15.535,7.7995,6.8495,6.2505,7.4745,7.3245,8.303,8.3595,7.338,14.337,12.013,14.803,5.0975,3.6065,5.411,4.291,4.352,5.196,5.3485,6.13,6.4485,5.228,5.83075,5.88275,5.83825,6.7495,6.854,6.734,14.65575,12.533,15.169
"55","TECH4058",1800,"4/25/19 12:39","Spring2019",19,0,"White",1,"Female","Cant Tell","Cant Tell","Cant Tell","Cant Tell","Somwehwat similar","Else","Backpack","Hand","Pocket","Surface",10,"Silent","Silent",15,1.666666667,"Low",0,3.866666667,"High",1,22.957,23.253,31.255,27.972,13.868,13.847,23.509,20.366,23.526,23.326,33.897,30.749,5.635,4.685,3.688,5.044,9.702,10.233,11.414,8.4,10.177,9.768,10.916,9.8,8.636,8.614,8.666,7.766,8.406,8.296,10.817,9.103,13.429,12.997,14.382,12.456,10.9175,10.6465,12.5995,10.7795,8.748,8.753,9.889,8.488,-0.541,0.807,-0.848000000000001,0.952999999999999,2.411,0.0300000000000011,0.032,-1.833,0.359,0.739000000000001,1.712,-1.947,7.423,6.519,4.719,10.371,9.641,8.298,0.133000000000001,1.682,-0.265000000000001,1.141,13.213,8.351,8.7505,8.625,10.782,13.419,9.96,9.1885,8.216,11.6895,0.206,1.609,-0.408999999999999,0.907500000000001,9.9725,9.9675,5.16,10.358,9.907,4.366,0.3855,-0.0605000000000011,-0.794,23.426,13.8575,23.105,32.323,21.9375,29.6135,8.897,8.08,6.5085,27.0375,17.1065,25.6125,12.7265,8.6995,8.6205,8.19,10.713,9.784,9.3165,4.8645,28.7115,18.6885,27.106,13.9055,9.6115,9.3185,8.651,11.7585,10.5465,10.558,4.6615,13.316,9.1555,8.9695,8.4205,11.23575,10.16525,9.93725,4.763,27.8745,17.8975,26.35925
"56","TECH4059",8439,"4/26/19 9:50","Spring2019",18,1,"Non-White",1,"Female","Cant Tell","Cant Tell","Phone","Leafblower","Nearly the same","Pocket","Hand","Surface","Backpack","Else",85,"Vibration","Vibration",101,2.2,"High",1,3.266666667,"Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","TECH4060",7942,"4/29/19 9:54","Spring2019",19,0,"White",0,"Male","Cant Tell","Cant Tell","Cant Tell","Cant Tell","Not at all","Pocket","Hand","Backpack","Else","Surface",90,"Vibration","Vibration",20,2.333333333,"High",1,3,"Low",0,10.455,6.302,12.35,10.327,1.685,-1.452,1.045,5.048,5.791,2.794,7.237,7.38,4.603,1.406,3.194,3.692,2.148,0.107,-2.136,1.882,3.028,0.646,-1.469,3.179,5.046,2.55,2.926,3.925,1.894,-0.271,-0.84,2.301,4.482,2.54,2.579,3.488,3.188,1.1345,0.8695,2.8945,1.22,0.915,-4.028,0.426,0.948,2.572,1.375,-1.903,-2.734,-2.12,2.533,1.775,2.286,-4.497,-4.284,-1.409,4.586,6.5,4.025,1.446,-0.64,1.895,1.76,-2.3185,-0.489,-5.248,3.511,0.8115,1.0675,3.798,2.16125,3.0335,0.7305,-1.801,3.4255,1.882,-0.4775,-0.0809999999999997,-0.3725,-0.27925,1.837,1.1275,3.0045,0.855,-0.127,3.443,-0.982,-1.2545,0.4385,4.2925,0.1165,8.3785,7.3085,3.0465,11.3385,3.016,2.93,2.96,5.087,1.798,8.3145,3.014,1.015,0.6705,3.2375,2.0145,1.9125,0.9945,2.549,6.514,1.365,11.4025,3.5305,0.527,-1.404,3.986,2.02875,0.7795,0.00600000000000001,3.8985,3.27225,0.771,-0.36675,3.61175,2.021625,1.346,0.50025,3.22375,5.8005,1.5815,9.8585
"58","TECH4061",8684,"5/1/19 9:42","Spring2019",20,0,"White",1,"Female","Cant Tell","Cant Tell","Phone","Leafblower","Somwehwat similar","Surface","Pocket","Hand","Backpack","Else",71,"Vibration","Vibration",50,2.2,"High",1,2.666666667,"Low",0,11.66,9.917,16.141,19.791,7.698,7.4,15.846,17.953,12.508,12.448,22.247,24.759,10.275,8.765,9.773,9.831,10.789,9.447,11.986,12.582,11.455,9.355,10.959,12.523,10.418,6.903,6.776,10.766,4.814,3.626,5.316,8.339,10.028,9.203,9.879,14.309,7.421,6.4145,7.5975,11.324,5.333,3.907,6.766,8.884,5.106,4.713,3.863,-0.149000000000001,0.502,-3.642,3.168,3.135,1.066,-0.496,1.197,-0.502000000000001,12.311,10.553,9.874,9.739,8.148,4.481,4.9095,0.1765,4.977,1.433,9.6155,4.22,4.62,8.6605,6.91775,12.094,6.8275,7.825,8.771,9.46075,2.4785,2.6075,0.110500000000002,2.543,10.405,10.118,9.52,11.741,12.284,9.802,1.336,2.166,0.282,12.478,7.549,10.7885,23.503,16.8995,17.966,11.025,9.3505,7.1775,18.6035,12.6765,14.854,11.756,5.9825,6.3955,8.8345,8.86925,10.939,11.0145,9.298,17.3775,11.772,13.9005,9.9535,5.065,6.0495,8.597,7.50925,11.207,11.3875,10.024,10.85475,5.52375,6.2225,8.71575,8.18925,11.073,11.201,9.661,17.9905,12.22425,14.37725
"59","TECH4062",1052,"5/2/19 12:33","Spring2019",18,0,"White",1,"Female","Cant Tell","Cant Tell","Phone","Leafblower","Somwehwat similar","Backpack","Pocket","Surface","Hand","Else",47,"Vibration","Vibration",19,2.2,"High",1,3.333333333,"Low",0,7.877,9.454,13.181,12.401,-2.883,0.534,2.835,1.844,4.377,7.295,11.474,10.008,2.548,3.931,4.693,2.703,4.258,7.321,4.979,3.005,2.787,4.978,4.152,1.759,-1.183,1.169,-3.572,-1.66,-2.014,1.383,-2.773,-2.078,-0.908,2.239,2.23,-0.992,-1.461,1.811,-0.2715,-1.535,-1.955,1.319,-2.665,-2.341,-3.231,-3.461,-2.829,3.138,-0.759,-2.389,-3.219,-4.316,-1.228,1.365,0.721,2.145,2.713,1.31,2.947,7.097,5.718,5.304,-3.346,1.1895,-3.66,-0.71,0.6655,-0.3155,-0.318,-0.00700000000000001,0.175,0.619,-2.4255,-2.503,-2.616,-0.90325,-0.0465,-2.11,-2.609,-1.07825,3.8825,5.7895,3.2395,2.9555,3.992,3.698,-0.927,-1.7975,0.458499999999999,5.836,-1.1745,8.6655,10.741,2.3395,12.791,4.905,3.514,4.1255,8.6515,1.189,10.9275,0.6235,-0.3475,-0.511,-0.2455,0.138,3.3685,5.163,3.317,7.9255,-0.024,10.529,0.661,-2.3935,-2.31,-2.3775,-0.86625,3.4695,4.6185,3.6205,0.64225,-1.3705,-1.4105,-1.3115,-0.364125,3.419,4.89075,3.46875,8.2885,0.5825,10.72825
"60","TECH4063",12153,"10/28/19 10:28","Fall2019",18,0,"White",1,"Female","Weedeater","Phone","Phone","Leafblower","Somwehwat similar","Pocket","Hand","Surface","Backpack","Else",87,"Vibration","Vibration",96,2,"High",1,3.2,"Low",0,5.708,5.094,5.12,4.551,2.186,1.93,3.194,-6.948,9.459,8.276,10.22,4.29,6.363,5.878,6.925,3.975,6.137,6.791,8.633,1.097,2.787,4.978,4.152,1.759,4.998,5.457,6.964,3.04,1.045,1.293,3.309,-3.033,7.522,6.726,8.123,3.498,4.2835,4.0095,5.716,0.2325,1.042,1.481,3.474,-1.545,-3.228,-4.326,-2.417,0.600999999999999,2.264,1.966,-3.219,-5.694,-1.903,1.365,2.496,0.561999999999999,-3.986,-8.878,-0.543,0.761000000000001,1.008,-0.588,-3.777,1.4325,-3.026,2.432,7.124,1.169,1.2615,5.2275,4.1465,5.8105,0.138,0.9645,5.002,2.97425,-1.3135,-1.031,-0.225499999999999,-1.17225,3.8825,6.464,6.1205,2.9555,4.865,5.45,-0.927,-1.599,-0.6705,8.8675,2.058,5.401,7.255,-1.877,4.8355,-1.6125,-3.935,-0.5655,6.283,-2.509,4.8225,5.112,-0.87,-0.0319999999999999,4.2485,2.121,3.3685,3.944,4.9265,9.8395,2.69,5.414,7.8225,2.177,2.258,5.981,4.99975,3.4695,7.385,6.644,6.46725,0.6535,1.113,5.11475,3.560375,3.419,5.6645,5.78525,8.06125,0.0904999999999998,5.11825
"61","TECH4064",10182,"10/29/19 7:44","Fall2019",19,0,"White",1,"Female","Cant Tell","Cant Tell","Phone","Leafblower","Somwehwat similar","Surface","Pocket","Hand","Backpack","Else",80,"Silent","Silent",48,1.93,"Low",0,3.47,"Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","TECH4065",12537,"10/29/19 10:38","Fall2019",18,1,"Non-White",1,"Female","Weedeater","Cant Tell","Phone","Leafblower","Somwehwat similar","Surface","Pocket","Hand","Backpack","Else",74,"Vibration","Vibration",35,1.53,"Low",0,3.07,"Low",0,16.813,17.538,18.609,21.934,9.238,8.849,15.669,14.485,16.941,16.614,25.775,24.12,7.4,6.932,5.08,7.81,14.591,12.956,12.569,15.644,6.894,6.893,9.461,2.557,7.679,8.744,9.246,10.781,4.837,3.46,5.88,6.895,7.364,6.805,8.708,8.322,6.1005,5.1325,7.294,7.6085,4.655,4.567,4.116,5.4,1.517,3.435,2.037,1.344,1.043,1.567,-4.336,2.688,0.877999999999999,2.567,-2.022,-2.32,7.506,5.636,4.396,8.834,6.431,1.796,2.476,1.1935,0.833,-0.539000000000001,7.0845,4.1485,4.611,8.2115,5.6165,8.515,6.3875,4.758,10.0135,7.45125,1.4305,2.239,1.802,1.83475,6.8935,13.7735,7.166,6.009,14.1065,6.445,-0.884499999999999,0.333000000000002,-0.721,16.7775,9.0435,17.1755,24.9475,15.077,20.2715,8.17,6.0335,3.096,20.367,11.667,19.736,7.5635,5.1775,4.9835,9.7625,6.3705,4.725,14.3,7.371,21.358,12.4535,17.711,8.036,5.3585,4.3855,8.4625,6.69725,8.1775,13.58,6.24,7.79975,5.268,4.6845,9.1125,6.533875,6.45125,13.94,6.8055,20.8625,12.06025,18.7235
"63","TECH4066",9459,"10/30/19 11:13","Fall2019",21,0,"White",0,"Male","Weedeater","Cant Tell","Phone","Leafblower","Somwehwat similar","Pocket","Surface","Hand","Backpack","Else",60,"Silent","Silent",10,1.4,"Low",0,4.67,"High",1,4.34,6.148,2.481,3.483,11.915,15.074,9.716,12.658,14.545,17.285,15.06,16.474,0.813,0.068,1.736,0.657,14.725,13.953,12.444,14.283,13.297,12.679,11.776,12.994,-0.621,0.246,-2.055,-1.998,5.216,5.067,-1.529,2.141,8.391,8.417,4.092,6.304,6.8035,6.742,1.2815,4.2225,6.19,5.337,1.472,1.585,-2.113,-2.926,-2.244,-4.299,-6.745,-1.434,0.315,0.33,0.589,-1.521,-2.281,0.923,-0.811,-2.416,-2.665,0.515000000000001,-2.199,-1.859,-2.5195,-5.522,-3.752,-4.718,8.404,5.1415,5.7635,-0.1875,6.77275,5.198,0.306,1.5285,-2.0265,2.752,-3.206,-4.8355,-1.839,-4.02075,12.988,14.339,0.4405,12.385,13.3635,1.1965,-0.603,-0.975499999999998,0.756,15.915,13.4945,5.244,15.767,11.187,2.982,-0.148,-2.3075,-2.262,16.8795,13.866,4.8155,7.3605,3.604,3.461,-0.876,5.48225,12.8365,14.118,0.3625,14.8025,10.8155,3.4105,6.2415,1.8435,3.831,-1.338,4.0425,12.5365,13.5845,1.2745,6.801,2.72375,3.646,-1.107,4.762375,12.6865,13.85125,0.8185,15.841,12.34075,4.113
"64","TECH4067",808,"10/31/19 10:07","Fall2019",19,0,"White",1,"Female","Cant Tell","Cant Tell","Phone","Cant Tell","Somwehwat similar","Hand","Pocket","Surface","Backpack","Else",80,"Vibration","Vibration",250,1.73,"Low",0,3.73,"High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","TECH4068",12695,"10/31/19 10:22","Fall2019",18,0,"White",1,"Female","Cant Tell","Phone","Phone","Cant Tell","Somwehwat similar","Surface","Hand","Pocket","Backpack","Else",90,"Vibration","Vibration",10,2.27,"High",1,3.67,"High",1,12.597,11.015,11.263,12.423,8.808,5.83,9.243,13.006,15.165,13.862,16.554,19.283,6.58,5.935,5.47,3.508,11.47,9.318,8.534,11.365,12.733,11.423,10.65,12.703,5.876,4.616,4.028,3.619,5.55,2.07,7.646,4.957,7.267,5.792,6.229,4.219,6.4085,3.931,6.9375,4.588,4.591,1.256,7.633,3.757,-1.573,2.887,-0.996999999999999,-1.038,2.096,-1.848,1.28,2.047,-2.427,-2.083,-2.936,-1.11,5.421,7.176,1.408,1.389,0.435,-1.334,0.657,0.529,2.501,3.042,6.5295,3.81,2.9235,5.246,5.16975,5.224,6.3015,5.695,3.8235,5.76275,-1.3055,2.4915,-1.4225,0.593,12.078,10.394,6.2575,11.6765,9.9495,4.489,-0.401499999999999,-0.4445,-1.7685,14.5135,7.319,11.806,17.9185,11.1245,11.843,3.405,3.8055,0.036999999999999,16.5725,9.418,11.719,5.0055,3.5135,2.5065,4.1175,4.2595,12.063,10.3415,4.7215,15.8595,9.0255,11.93,6.748,6.598,6.112,4.952,6.673,11.6915,10.002,6.025,5.87675,5.05575,4.30925,4.53475,5.46625,11.87725,10.17175,5.37325,16.216,9.22175,11.8245
"66","TECH4069",10271,"10/31/19 13:54","Fall2019",19,0,"White",0,"Male","Cant Tell","Cant Tell","Phone","Cant Tell","Somwehwat similar","Hand","Pocket","Surface","Backpack","Else",90,"Silent","Silent",10,1.93,"Low",0,3.8,"High",1,15.577,15.425,15.034,13.514,5.776,5.376,6.877,3.89,12.779,12.299,10.827,8.751,6.076,6.213,7.948,2.898,8.038,7.473,8.665,4.568,10.686,9.737,9.051,9.189,8.661,7.817,8.716,7.177,4.346,4.731,5.452,4.594,6.098,5.983,6.975,7.441,5.222,5.357,6.2135,6.0175,3.372,3.626,2.3,3.566,1.458,-0.137,-0.640000000000001,0.877,1.106,0.0549999999999997,-0.548,-2.905,-3.315,-1.635,0.626999999999999,1.872,-3.548,-1.486,-1.911,-1.952,1.101,-0.542999999999999,0.6605,0.991499999999999,-0.0600000000000001,-1.072,6.0405,4.5385,3.499,8.239,5.2895,7.208,5.023,2.933,7.9465,6.1155,1.1675,0.4845,-0.292500000000001,0.826,10.2115,7.7555,6.1445,9.12,6.6165,5.423,-1.0915,-1.139,-0.7215,12.539,5.576,15.501,9.789,5.3835,14.274,-2.75,-0.192500000000001,-1.227,10.525,4.633,14.4695,6.712,4.6625,3.596,7.497,5.68725,9.463,6.0205,4.5555,11.803,6.3265,15.3055,6.5365,4.899,2.836,8.6885,5.71775,9.8685,8.3515,7.012,6.62425,4.78075,3.216,8.09275,5.7025,9.66575,7.186,5.78375,11.164,5.47975,14.8875
"67","TECH4070",10279,"11/1/19 7:43","Fall2019",20,0,"White",1,"Female","Cant Tell","Cant Tell","Phone","Leafblower","Somwehwat similar","Pocket","Surface","Backpack","Hand","Else",95,"Silent","Silent",33,1.6,"Low",0,3.4,"Low",0,15.22,15.97,18.324,15.348,1.494,3.506,7.681,-1.772,7.749,10.066,13.861,5.979,4.507,3.645,3.254,4.016,5.681,5.379,5.746,3.48,12.237,11.167,11.177,8.423,10.077,7.95,5.71,6.666,2.944,3.766,6.492,1.384,6.26,5.884,6.663,3.514,4.602,4.825,6.5775,2.449,3.55,5.38,7.28,2.555,-2.37,-2.382,-1.284,0.403,3.548,-4.367,-2.744,-1.899,0.371,-1.06,0.0650000000000004,-1.253,-4.087,-5.278,-0.622,6.112,6.187,3.104,-2.376,1.9755,-2.825,3.73,6.072,3.355,4.465,9.0135,4.7135,5.0885,3.938,4.9175,6.188,4.51325,-0.9835,0.583,-2.8255,-0.20025,11.702,5.53,4.076,9.8,4.613,3.635,-1.902,-0.916999999999999,-0.441,8.9075,2.5,15.595,9.92,2.9545,16.836,1.0125,0.4545,1.241,8.0225,0.867,15.659,4.699,2.575,3.9675,7.308,3.637,9.795,4.4295,3.8305,10.805,4.5875,16.772,6.4615,4.718,5.415,7.8935,5.58975,11.707,5.7135,3.8805,5.58025,3.6465,4.69125,7.60075,4.613375,10.751,5.0715,3.8555,9.41375,2.72725,16.2155
"68","TECH4071",11287,"11/1/19 10:36","Fall2019",20,0,"White",1,"Female","Cant Tell","Cant Tell","Phone","Leafblower","Not at all","Pocket","Hand","Surface","Backpack","Else",50,"Vibration","Vibration",50,1.67,"Low",0,3.67,"High",1,17.322,15.472,19.368,16.619,14.624,11.863,19.439,16.064,19.261,17.186,26.173,21.56,5.977,5.689,7.419,7.082,12.316,11.207,15.753,11.694,6.035,5.504,4.957,5.948,14.076,12.779,15.141,13.042,9.333,7.457,9.428,5.341,10.081,8.076,11.797,7.311,9.707,7.7665,10.6125,6.326,10.534,7.471,12.66,6.215,-0.765000000000001,-2.116,0.263,1.716,0.0950000000000006,1.065,0.444000000000001,0.487,1.393,-1.078,3.437,1.442,4.374,4.201,1.147,6.912,4.815,2.046,-1.4405,0.9055,-1.256,2.126,9.0785,8.395,9.0025,13.4275,8.73675,9.554,7.3845,9.4375,14.0915,8.46925,0.4755,-1.0105,0.664,-0.2675,5.7695,11.7615,5.833,5.4525,13.7235,7.2505,-0.316999999999999,1.962,1.4175,18.2235,13.2435,16.397,23.8665,17.7515,17.9935,5.643,4.508,1.5965,19.373,13.9635,16.0455,7.6935,6.399,6.843,12.9105,7.04625,5.726,11.4505,6.3855,22.717,17.0315,18.345,10.939,9.3805,11.597,14.6085,10.15975,5.496,14.0345,6.698,9.31625,7.88975,9.22,13.7595,8.603,5.611,12.7425,6.54175,21.045,15.4975,17.19525
"69","TECH4072",11493,"11/1/19 13:45","Fall2019",19,1,"Non-White",0,"Male","Weedeater","Cant Tell","Phone","Leafblower","Somwehwat similar","Pocket","Hand","Surface","Backpack","Else",100,"Silent","Silent",0,1.27,"Low",0,3,"Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
